country.x,dataset_key.x,dataset_party_id.x,name_short.x,name.x,name_english.x,year_first.x,year_last.x,share.x,share_year.x,description.x,comment.x,created.x,modified.x,external_id.x,partyfacts_id,linked.x,country.y,dataset_key.y,dataset_party_id.y,name_short.y,name.y,name_english.y,year_first.y,year_last.y,share.y,share_year.y,description.y,comment.y,created.y,modified.y,external_id.y,linked.y
DEU,manifesto,41420,FDP,Freie Demokratische Partei,Free Democratic Party,1949,2021,14.6,2009,NA,NA,2013-01-01T18:18:22Z,2023-06-05T10:39:50Z,1996,573,2013-01-01T18:34:03Z,DEU,parlgov,543,FDP,Freie Demokratische Partei,Free Democratic Party,1949,2021,14.6,2009,NA,NA,2012-12-30T23:35:57Z,2024-08-13T10:51:54Z,520,2012-12-30T23:42:37Z
DEU,manifesto,41951,GB/BHE,Gesamtdeutscher Block/Bund der Heimatvertriebenen und Entrechteten,Refugee Party,1953,1953,5.9,1953,NA,NA,2013-01-01T18:18:36Z,2023-06-05T10:39:47Z,2064,1010,2013-01-01T18:34:03Z,DEU,parlgov,1507,GB/BHE,Gesamtdeutscher Block / Bund der Heimatvertriebenen und Entrechteten,All-German Bloc / League of Expellees and Deprived of Rights,1953,1957,5.9,1953,NA,NA,2012-12-30T23:34:53Z,2024-08-13T10:52:05Z,191,2012-12-30T23:42:39Z
DEU,manifesto,41112,Greens/90,Grüne/Bündnis‘90,Greens/Alliance‘90,1990,1990,1.2,1990,NA,NA,2013-01-01T18:16:54Z,2023-06-05T10:39:59Z,1582,865,2013-01-01T18:34:04Z,DEU,parlgov,255,B90/Gr,Bündnis 90 / Grüne – BürgerInnenbewegung,Alliance 90 / Greens -- Citizens' Movement,1990,1990,1.2,1990,NA,NA,2012-12-30T23:34:50Z,2024-08-13T10:51:55Z,177,2012-12-30T23:42:36Z
DEU,manifesto,41220,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,1949,1949,5.7,1949,NA,NA,2013-01-01T18:17:09Z,2023-06-05T10:39:54Z,1647,1135,2013-01-01T18:34:04Z,DEU,parlgov,649,KPD,Kommunistische Partei Deutschlands,Communist Party of Germany,1920,1953,16.9,1932,NA,NA,2012-12-30T23:37:30Z,2024-08-13T10:52:09Z,967,2012-12-30T23:42:40Z
DEU,manifesto,41952,NA,Piraten,Pirates,2013,2013,2.2,2013,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:45Z,3572,1287,2014-02-09T15:39:09Z,DEU,parlgov,865,Pi,Piratenpartei Deutschland,German Pirate Party,2009,2019,2.2,2013,NA,NA,2012-12-30T23:38:28Z,2024-08-13T10:51:58Z,1242,2012-12-30T23:42:41Z
DEU,manifesto,41320,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1949,2021,45.9,1972,NA,NA,2013-01-01T18:17:14Z,2023-06-05T10:39:40Z,1671,383,2013-01-01T18:34:05Z,DEU,parlgov,558,SPD,Sozialdemokratische Partei Deutschlands,Social Democratic Party of Germany,1919,2021,45.8,1972,NA,NA,2012-12-30T23:35:21Z,2024-08-13T10:52:01Z,336,2012-12-30T23:42:41Z
DEU,manifesto,41711,WAV,Wirtschaftliche Aufbauvereinigung,Economic Reconstruction League,1949,1949,2.9,1949,NA,NA,2013-01-01T18:17:22Z,2023-06-05T10:40:00Z,1708,735,2013-01-01T18:34:06Z,DEU,parlgov,1420,WAV,Wirtschaftliche Aufbauvereinigung,Economic Reconstruction League,1949,1949,2.9,1949,NA,NA,2012-12-30T23:37:41Z,2024-08-13T10:52:02Z,1020,2012-12-30T23:42:42Z
GRC,manifesto,34730,ANEL,Anexartitoi Ellines,Independent Greeks,2012,2015,10.6,2012,NA,NA,2015-11-17T11:43:53Z,2023-06-05T10:39:57Z,15543,1651,2015-11-17T11:49:53Z,GRC,parlgov,2091,ANEL,Anexartitoi Ellines,Independent Greeks,2012,2015,10.6,2012,NA,NA,2012-12-30T23:36:55Z,2024-08-13T10:52:02Z,789,2012-12-30T23:44:31Z
GRC,manifesto,34720,XA,Chrysi Avgi,Golden Dawn,2012,2019,7,2012,NA,NA,2015-11-17T11:43:41Z,2023-06-05T10:40:03Z,15503,1660,2015-11-17T11:49:48Z,GRC,parlgov,2092,LS-CA,Laikos Syndesmos – Chrysi Avg,Peoples Association -- Golden Dawn,2012,2019,7,2015,NA,NA,2012-12-30T23:38:52Z,2024-08-13T10:51:56Z,1363,2012-12-30T23:44:39Z
GRC,manifesto,34213,DIMAR,Dimokratiki Aristera,Democratic Left,2012,2015,6.3,2012,NA,NA,2015-11-17T11:43:50Z,2023-06-05T10:39:58Z,15533,1160,2015-11-17T11:49:52Z,GRC,parlgov,2093,DIMAR,Dimokratiki Aristera,Democratic Left,2012,2014,6.3,2012,NA,NA,2012-12-30T23:37:44Z,2024-08-13T10:51:53Z,1034,2012-12-30T23:44:33Z
GRC,manifesto,34314,DIKKI,Dimokratiko Kinoniko Kinima,Democratic Social Movement,1996,1996,4.4,1996,NA,NA,2013-01-01T18:18:27Z,2023-06-05T10:39:48Z,2018,1682,2013-01-01T18:34:50Z,GRC,parlgov,720,DIKKI,Dimokratiko Koinoniko Kinima,Democratic Social Movement,1996,2004,4.4,1996,NA,NA,2012-12-30T23:37:00Z,2024-08-13T10:52:02Z,813,2012-12-30T23:44:33Z
GRC,manifesto,34711,EL,Ellinikí Lýsi,Greek Solution,2019,2019,3.7,2019,NA,NA,2023-06-05T10:39:51Z,2023-06-05T10:39:51Z,59083,7347,2023-06-05T10:39:51Z,GRC,parlgov,2780,EL,Elliniki Lisi,Greek Solution,2019,2023,4.4,2023,NA,NA,2019-07-26T05:36:32Z,2024-08-13T10:52:07Z,34600,2019-07-30T12:48:17Z
GRC,manifesto,34510,EDIK,Enosi Dimokratikou Kentrou,Union of the Democratic Centre,1974,1977,20.4,1974,NA,NA,2013-01-01T18:17:00Z,2023-06-05T10:40:03Z,1606,82,2013-01-01T18:34:50Z,GRC,parlgov,489,EDIK,Enosi Dimokratikou Kentrou,Union of the Democratic Centre,1974,1981,20.4,1974,NA,NA,2012-12-30T23:34:36Z,2024-08-13T10:52:05Z,95,2012-12-30T23:44:35Z
GRC,manifesto,34410,EK,Enosi Kentroon,Union of Centrists,2015,2015,3.4,2015,NA,NA,2017-03-13T21:05:12Z,2023-06-05T10:39:41Z,18753,2510,2017-03-13T21:07:31Z,GRC,parlgov,2165,EK,Enosi Kentroon,Union of Centrists,1994,2019,3.4,2015,NA,NA,2014-02-08T21:29:51Z,2024-08-13T10:51:58Z,3893,2014-06-27T18:42:15Z
GRC,manifesto,34610,EP,Ethniki Parataxis,National Alignment,1977,1977,6.8,1977,NA,NA,2013-01-01T18:18:08Z,2023-06-05T10:39:43Z,1930,943,2013-01-01T18:34:51Z,GRC,parlgov,1027,EP,Ethniki Parataxis,National Alignment,1977,1977,6.8,1977,NA,NA,2012-12-30T23:38:20Z,2024-08-13T10:52:06Z,1206,2012-12-30T23:44:35Z
GRC,manifesto,34210,KKE,Kommounistiko Komma Elladas,Communist Party of Greece,1974,2019,10.9,1981,NA,NA,2013-01-01T18:18:14Z,2023-06-05T10:39:48Z,1957,48,2013-01-01T18:34:51Z,GRC,parlgov,614,KKE,Kommounistikó Kómma Elládas,Communist Party of Greece,1974,2023,10.9,1981,NA,NA,2012-12-30T23:38:44Z,2024-08-13T10:51:56Z,1326,2012-12-30T23:44:39Z
GRC,manifesto,34214,LAE,Laīkí Enótita,Popular Unity,2015,2015,2.9,2015,NA,NA,2017-03-13T21:05:00Z,2023-06-05T10:39:45Z,18687,4512,2017-03-13T21:07:34Z,GRC,parlgov,2596,LE|PE,Laïkí Enótita | Plefsi Eleftherias,Popular Unity | Course of Freedom,2015,2023,3.2,2023,NA,NA,2015-11-09T11:52:47Z,2024-08-13T10:52:03Z,15466,2015-11-09T12:02:40Z
GRC,manifesto,34710,LAOS,Laikós Orthódoxos Synagermós,Popular Orthodox Rally,2007,2012,5.6,2009,NA,NA,2015-11-17T11:43:48Z,2023-06-05T10:39:55Z,15522,965,2015-11-17T11:49:41Z,GRC,parlgov,1179,LAOS,Laïkós Orthódoxos Synagermós,Popular Orthodox Rally,2004,2019,5.6,2009,NA,NA,2012-12-30T23:34:59Z,2024-08-13T10:51:58Z,226,2012-12-30T23:44:40Z
GRC,manifesto,34511,ND,Nea Dimokratia,New Democracy,1974,2019,54.4,1974,NA,NA,2013-01-01T18:16:10Z,2023-06-05T10:39:38Z,1376,794,2013-01-01T18:34:51Z,GRC,parlgov,47,ND,Néa Đimokratía,New Democracy,1974,2023,54.4,1974,NA,NA,2012-12-30T23:37:18Z,2024-08-13T10:52:05Z,902,2012-12-30T23:44:41Z
GRC,manifesto,34313,PASOK,Panellinio Socialistiko Kinima,Panhellenic Socialist Movement,1974,2015,48.1,1981,NA,NA,2013-01-01T18:17:35Z,2023-06-05T10:39:39Z,1769,1468,2013-01-01T18:34:52Z,GRC,parlgov,1338,PASOK,Panellinio Sosialistikó Kínima,Panhellenic Socialist Movement,1974,2023,48.1,1981,NA,NA,2012-12-30T23:38:05Z,2024-08-13T10:51:51Z,1139,2012-12-30T23:44:42Z
GRC,manifesto,34512,Pola,Politiki Anixi,Political Spring,1993,1996,4.9,1993,NA,NA,2013-01-01T18:16:58Z,2023-06-05T10:40:01Z,1598,312,2013-01-01T18:34:52Z,GRC,parlgov,1412,POLAN,Politiki Anixi,Political Spring,1993,1999,4.9,1993,NA,NA,2012-12-30T23:38:50Z,2024-08-13T10:51:52Z,1354,2012-12-30T23:44:42Z
GRC,manifesto,34212,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2012,2019,36.3,2015,NA,NA,2017-03-13T21:05:09Z,2023-06-05T10:39:45Z,18733,301,2017-03-13T21:07:34Z,GRC,parlgov,1592,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2004,2023,36.3,2015,NA,NA,2012-12-30T23:36:09Z,2024-08-13T10:52:06Z,577,2012-12-30T23:44:43Z
GRC,manifesto,34020,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2004,2012,16.8,2012,NA,NA,2014-02-08T21:29:09Z,2023-06-05T10:39:49Z,3580,301,2019-05-03T20:32:37Z,GRC,parlgov,1592,SYRIZA,Synaspismós Rizospastikís Aristerás,Coalition of the Radical Left,2004,2023,36.3,2015,NA,NA,2012-12-30T23:36:09Z,2024-08-13T10:52:06Z,577,2012-12-30T23:44:43Z
GRC,manifesto,34211,SYN,Synaspismos tis Aristeras kai tis Proodou,Progressive Left Coalition,1989,2000,13.1,1989,NA,NA,2013-01-01T18:17:39Z,2023-06-05T10:39:58Z,1791,516,2013-01-01T18:34:53Z,GRC,parlgov,1441,SYN,Synaspismós tīs Aristerás,Coalition of the Left,1989,2004,13.1,1989,NA,NA,2012-12-30T23:34:28Z,2024-08-13T10:51:59Z,50,2012-12-30T23:44:42Z
GRC,manifesto,34340,NA,To Potami,The River,2015,2015,5.9,2015,NA,NA,2017-03-13T21:04:57Z,2023-06-05T10:39:40Z,18667,3118,2017-03-13T21:07:32Z,GRC,parlgov,2346,TP,To Potami,The River,2014,2019,6,2015,NA,NA,2014-09-03T11:40:42Z,2024-08-13T10:51:51Z,7794,2014-09-10T13:50:52Z
GRC,manifesto,34215,MeRA25,Μétopo Evropaikís Realistikís Anypakoís,European Realistic Disobedience Front,2019,2019,3.4,2019,NA,NA,2023-06-05T10:39:44Z,2023-06-05T10:39:44Z,59025,7348,2023-06-05T10:39:44Z,GRC,parlgov,2742,MeRA25,Métopo Evropaikís Realistikís Anypakoís,European Realistic Disobedience Front,2019,2023,3.4,2019,NA,NA,2019-07-26T05:36:33Z,2024-08-13T10:51:56Z,34603,2019-07-30T12:54:05Z
HUN,manifesto,86811,ASz,Agrárszövetsége,Agrarian Alliance,1990,1990,0,1990,NA,"composed of: ARS Agrár Reformkörör Szövetsége (Agrarian Reform Circle Movement) ARM Agrár Reformkörör Mozgalom (Association of Agrarian Reform Circles) one joint candidate with: SFV Szövetség a Faluért, Vidékért (Alliance for the Village and the Countryside)",2013-01-01T18:16:10Z,2023-06-05T10:39:48Z,1378,1132,2013-01-01T18:34:56Z,HUN,parlgov,1183,ASZ,Agrárszövetség,Agrarian Alliance,1990,1994,3.1,1990,NA,NA,2012-12-30T23:38:13Z,2024-08-13T10:52:07Z,1173,2012-12-30T23:44:44Z
HUN,manifesto,86221,DK,Demokratikus Koalícío,Democratic Coalition,2014,2018,5.4,2018,NA,NA,2015-11-17T11:43:49Z,2023-06-05T10:39:42Z,15526,469,2015-11-17T11:51:29Z,HUN,parlgov,1970,DK,Demokratikus Koalíció,Democratic Coalition,2014,2022,35.7,2022,NA,NA,2012-12-30T23:35:03Z,2024-08-13T10:52:07Z,247,2012-12-30T23:44:44Z
HUN,manifesto,86810,FKgP,Független Kisgazda Párt,Independent Smallholders’ Party,1990,2002,13.4,1998,NA,NA,2013-01-01T18:18:32Z,2023-06-05T10:40:01Z,2042,1294,2013-01-01T18:34:57Z,HUN,parlgov,870,FKgP,Független Kisgazda Párt,Independent Small Holders Party,1990,2018,13.1,1998,NA,NA,2012-12-30T23:38:11Z,2024-08-13T10:52:05Z,1165,2012-12-30T23:44:46Z
HUN,manifesto,86710,Jobbik,Jobbik Magyarországért Mozgalom,Movement for a Better Hungary,2010,2018,20.6,2014,NA,NA,2014-02-08T21:29:17Z,2023-06-05T10:39:58Z,3723,42,2014-02-09T23:26:48Z,HUN,parlgov,600,Jobbik,Jobbik Magyarországért Mozgalom,Jobbik Movement for a Better Hungary,2009,2022,20.2,2014,NA,NA,2012-12-30T23:37:07Z,2024-08-13T10:51:54Z,849,2012-12-30T23:44:47Z
HUN,manifesto,86522,KDNP,Kerezténydemokrata Néppárt,Christian Democratic People’s Party,1990,1998,7,1994,NA,NA,2013-01-01T18:17:08Z,2023-06-05T10:39:54Z,1642,1412,2013-01-01T18:34:58Z,HUN,parlgov,434,KDNP,Kereszténydemokrata Néppárt,Christian Democratic People's Party,1990,2022,7,1994,NA,NA,2012-12-30T23:37:02Z,2024-08-13T10:51:53Z,826,2012-12-30T23:44:47Z
HUN,manifesto,86110,LMP,Lehet Más Politika!,Politics Can Be Different,2010,2018,7.1,2018,NA,NA,2014-02-08T21:29:08Z,2023-06-05T10:39:48Z,3571,1650,2014-02-09T23:27:04Z,HUN,parlgov,403,LMP,Lehet Más a Politika,Politics Can Be Different,2010,2022,7.5,2010,NA,NA,2012-12-30T23:34:48Z,2024-08-13T10:51:56Z,166,2012-12-30T23:44:47Z
HUN,manifesto,86521,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,1990,2006,22.9,1990,NA,NA,2013-01-01T18:16:55Z,2023-06-05T10:40:01Z,1587,1697,2013-01-01T18:34:58Z,HUN,parlgov,546,MDF,Magyar Demokrata Fórum,Hungarian Democratic Forum,1990,2010,24.7,1990,NA,NA,2012-12-30T23:36:49Z,2024-08-13T10:51:56Z,761,2012-12-30T23:44:48Z
HUN,manifesto,86620,MIÉP,Magyar Igazság és Élet Párt,Hungarian Justice and Life Party,1998,1998,5.6,1998,NA,NA,2013-01-01T18:17:05Z,2023-06-05T10:40:02Z,1631,1597,2013-01-01T18:34:58Z,HUN,parlgov,95,MIEP,Magyar Igazság és Élet Pártja,Hungarian Justice and Life Party,1994,2006,5.5,1998,NA,NA,2012-12-30T23:35:12Z,2024-08-13T10:52:08Z,293,2012-12-30T23:44:48Z
HUN,manifesto,86320,MSzDP,Magyarországi Szociáldemokrata Párt,Hungarian Social Democratic Party,1990,2010,2.1,1990,NA,NA,2013-01-01T18:17:12Z,2023-06-05T10:39:42Z,1661,1726,2013-01-01T18:34:59Z,HUN,parlgov,418,MSzDP,Magyarországi Szociáldemokrata Párt,Social Democratic Party,1990,1990,3.6,1990,NA,NA,2012-12-30T23:36:28Z,2024-08-13T10:51:55Z,666,2012-12-30T23:44:50Z
HUN,manifesto,86220,MSzP,Magyar Szocialista Párt,Hungarian Socialist Party,1990,2018,48.2,2006,NA,NA,2013-01-01T18:16:26Z,2023-06-05T10:40:02Z,1450,1408,2013-01-01T18:34:59Z,HUN,parlgov,1591,MSZP,Magyar Szocialista Párt,Hungarian Socialist Party,1990,2022,43.2,2006,NA,NA,2012-12-30T23:35:02Z,2024-08-13T10:52:06Z,239,2012-12-30T23:44:50Z
HUN,manifesto,86111,PM,Párbeszéd Magyarországért,Dialogue for Hungary,2018,2018,1.8,2018,NA,NA,2023-06-05T10:39:47Z,2023-06-05T10:39:47Z,59044,3115,2023-06-05T10:39:47Z,HUN,parlgov,2349,PM,Párbeszéd Magyarországért,Dialogue for Hungary,2014,2022,7.2,2014,NA,NA,2014-09-03T11:40:44Z,2024-08-13T10:51:55Z,7811,2014-09-10T13:46:54Z
HUN,manifesto,86422,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,1990,2006,21.4,1990,NA,NA,2013-01-01T18:18:23Z,2023-06-05T10:39:49Z,2000,910,2013-01-01T18:35:00Z,HUN,parlgov,1426,SzDSz,Szabad Demokraták Szövetsége,Alliance of Free Democrats,1990,2009,21.4,1990,NA,NA,2012-12-30T23:38:30Z,2024-08-13T10:52:05Z,1255,2012-12-30T23:44:51Z
HUN,manifesto,86421,FiDeSz-KDNP,Szövetség Fiatal Demokraták Szövetsége - Kereszténydemokrata Néppárt,Alliance of Federation of Young Democrats - Christian Democratic People's Party,1990,2018,67.9,2010,NA,NA,2013-01-01T18:17:40Z,2023-06-05T10:39:42Z,1796,1691,2013-01-01T18:34:56Z,HUN,parlgov,921,Fi-MPSz,Fidesz – Magyar Polgári Szövetség,Fidesz -- Hungarian Civic Union,1990,2022,41.1,2002,NA,NA,2012-12-30T23:37:23Z,2024-08-13T10:51:59Z,930,2012-12-30T23:44:45Z
ISL,manifesto,15220,Ab,Alþýðubandalagið,People’s Alliance,1946,1995,22.9,1978,NA,NA,2013-01-01T18:17:42Z,2023-06-05T10:39:48Z,1802,1249,2013-01-01T18:35:08Z,ISL,parlgov,1360,Ab,Alþýðubandalagið,People's Alliance,1956,1995,22.9,1978,NA,NA,2012-12-30T23:38:40Z,2024-08-13T10:52:08Z,1304,2012-12-30T23:45:01Z
ISL,manifesto,15320,A,Alþýðuflokkurinn,Social Democratic Party,1946,1995,22,1978,NA,NA,2013-01-01T18:17:18Z,2023-06-05T10:39:42Z,1692,1325,2013-01-01T18:35:04Z,ISL,parlgov,228,A,Alþýðuflokkurinn,Social Democratic Party,1919,1995,22,1978,NA,NA,2012-12-30T23:38:42Z,2024-08-13T10:52:08Z,1314,2012-12-30T23:45:01Z
ISL,manifesto,15321,BJ,Bandalag Jafnaðarmanna,Social Democratic Federation,1983,1983,7.6,1983,NA,NA,2013-01-01T18:16:08Z,2023-06-05T10:39:38Z,1368,854,2013-01-01T18:35:05Z,ISL,parlgov,988,BJ,Bandalag jafnaðarmanna,Alliance of Social Democrats,1983,1987,7.3,1983,NA,NA,2012-12-30T23:37:27Z,2024-08-13T10:51:53Z,952,2012-12-30T23:45:02Z
ISL,manifesto,15440,Bf,Björt framtið,Bright Future,2013,2017,8.2,2013,NA,NA,2015-11-17T11:43:48Z,2023-06-05T10:39:57Z,15525,2517,2015-11-17T11:51:45Z,ISL,parlgov,2204,BF,Björt framtíð,Bright Future,2013,2017,8.2,2013,NA,NA,2014-02-08T21:29:48Z,2024-08-13T10:51:59Z,3866,2014-06-27T19:05:38Z
ISL,manifesto,15621,Bf,Borgaraflokkurinn,Citizens’ Party,1987,1987,10.9,1987,NA,NA,2013-01-01T18:16:29Z,2023-06-05T10:39:54Z,1464,1433,2013-01-01T18:35:05Z,ISL,parlgov,828,Bf-87,Borgaraflokkurinn – 1987,Citizens' Party -- 1987,1987,1987,10.9,1987,NA,NA,2012-12-30T23:36:42Z,2024-08-13T10:51:57Z,736,2012-12-30T23:45:02Z
ISL,manifesto,15430,B,Borgarahreyfingin,Citizens' Movement,2009,2009,7.2,2009,NA,NA,2014-02-08T21:29:16Z,2023-06-05T10:39:44Z,3701,224,2014-02-09T22:22:36Z,ISL,parlgov,587,B-H,Borgarahreyfingin – Hreyfingin,Civic Movement -- The Movement,2009,2009,7.2,2009,NA,NA,2012-12-30T23:34:48Z,2024-08-13T10:52:07Z,163,2012-12-30T23:45:02Z
ISL,manifesto,15953,NA,Flokkur fólksins,People’s Party,2017,2021,8.8,2021,NA,NA,2023-06-05T10:39:52Z,2023-06-05T10:39:52Z,59095,5852,2023-06-05T10:39:52Z,ISL,parlgov,2632,FlF,Flokkur fólksins,People's Party,2016,2021,8.8,2021,NA,NA,2017-01-08T15:50:06Z,2024-08-13T10:52:05Z,18086,2018-02-02T22:02:47Z
ISL,manifesto,15810,F,Framsóknarflokkurinn,Progressive Party,1946,2021,28.2,1963,NA,NA,2013-01-01T18:16:31Z,2023-06-05T10:39:53Z,1473,964,2013-01-01T18:35:05Z,ISL,parlgov,1455,F,Framsóknarflokkurinn,Progressive Party,1919,2021,35.9,1931,NA,NA,2012-12-30T23:36:15Z,2024-08-13T10:52:04Z,603,2012-12-30T23:45:04Z
ISL,manifesto,15420,FF,Frjálslyndi Flokkurinn,Liberal Party,1999,2007,7.4,2003,NA,NA,2013-01-01T18:17:50Z,2023-06-05T10:39:42Z,1844,1224,2013-01-01T18:35:06Z,ISL,parlgov,506,Ff,Frjálslyndi flokkurinn,Liberal Party,1999,2009,7.4,2003,NA,NA,2012-12-30T23:38:00Z,2024-08-13T10:51:57Z,1115,2012-12-30T23:45:04Z
ISL,manifesto,15630,NA,Miðflokkurinn,Centre Party,2017,2021,10.9,2017,NA,NA,2023-06-05T10:39:40Z,2023-06-05T10:39:40Z,58994,7565,2023-06-05T10:39:41Z,ISL,parlgov,2655,M,Miðflokkurinn,Centre Party,2017,2021,10.9,2017,NA,NA,2020-12-08T14:37:39Z,2024-08-13T10:52:00Z,48922,2020-12-08T14:37:39Z
ISL,manifesto,15952,Þ,Pírataflokkurinn,Pirate Party,2013,2021,14.5,2016,NA,NA,2015-11-17T11:43:49Z,2023-06-05T10:39:47Z,15529,2048,2015-11-17T11:51:44Z,ISL,parlgov,2205,Pi,Pírata,Pirate Party,2013,2021,14.1,2016,NA,NA,2014-02-08T21:29:51Z,2024-08-13T10:52:07Z,3894,2014-02-23T22:03:08Z
ISL,manifesto,15328,S,Samfylkingin - Jafnaðarmannaflokkur Íslands,The Alliance - Social Democratic Party of Iceland,1999,2021,31,2003,NA,NA,2013-01-01T18:16:18Z,2023-06-05T10:39:54Z,1415,1396,2013-01-01T18:35:06Z,ISL,parlgov,1006,Sam,Samfylkingin,Social Democratic Alliance,1999,2021,31,2003,NA,NA,2012-12-30T23:38:25Z,2024-08-13T10:52:06Z,1229,2012-12-30T23:45:05Z
ISL,manifesto,15322,SFVM,Samtök Frjálslyndra og Vinstri Manna,Union of Liberals and Leftists,1967,1974,8.9,1971,NA,NA,2013-01-01T18:17:21Z,2023-06-05T10:39:42Z,1706,1517,2013-01-01T18:35:07Z,ISL,parlgov,53,Sfvm,Samtök frjálslyndra og vinstri manna,Union of Liberals and Leftist,1967,1978,8.9,1971,NA,NA,2012-12-30T23:35:38Z,2024-08-13T10:51:51Z,428,2012-12-30T23:45:06Z
ISL,manifesto,15951,Kv,Samtök um Kvennalista,Women’s Alliance,1983,1995,10.1,1987,NA,NA,2013-01-01T18:17:28Z,2023-06-05T10:39:58Z,1738,525,2013-01-01T18:35:07Z,ISL,parlgov,147,KL,Kvennalistinn,Women's Alliance,1983,1995,10.1,1987,NA,NA,2012-12-30T23:36:27Z,2024-08-13T10:51:56Z,664,2012-12-30T23:45:06Z
ISL,manifesto,15620,Sj,Sjálfstæðisflokkurinn,Independence Party,1946,2021,42.7,1974,NA,NA,2013-01-01T18:16:19Z,2023-06-05T10:39:53Z,1420,363,2013-01-01T18:35:07Z,ISL,parlgov,1342,Sj,Sjálfstæðisflokkurinn,Independence Party,1923,2021,53.6,1923,NA,NA,2012-12-30T23:37:31Z,2024-08-13T10:52:01Z,969,2012-12-30T23:45:07Z
ISL,manifesto,15450,NA,Viðreisn,Reform Party,2016,2021,10.5,2016,NA,NA,2023-06-05T10:40:01Z,2023-06-05T10:40:01Z,59170,5454,2023-06-05T10:40:01Z,ISL,parlgov,2633,V,Viðreisn,Revival,2016,2021,10.2,2016,NA,NA,2017-01-08T15:49:58Z,2024-08-13T10:52:00Z,18081,2017-01-16T12:52:15Z
ISL,manifesto,15111,VGF,Vinstrihreyfing - Grænt Framboð,Left Green Movement,1999,2021,21.7,2009,NA,NA,2013-01-01T18:17:15Z,2023-06-05T10:39:54Z,1677,457,2013-01-01T18:35:08Z,ISL,parlgov,210,Graen,Vinstrihreyfingin – grænt framboð,Left-Green Movement,1999,2021,21.7,2009,NA,NA,2012-12-30T23:38:02Z,2024-08-13T10:51:51Z,1125,2012-12-30T23:45:07Z
ISL,manifesto,15323,TfFf,Þjóðvaki - Hreyfing Fólksins,Awakening of the Nation,1995,1995,7.2,1995,NA,NA,2013-01-01T18:18:27Z,2023-06-05T10:40:00Z,2021,494,2013-01-01T18:35:09Z,ISL,parlgov,205,Th-Ff,Þjóðvaki – Fylking fólksins,People's Movement,1995,1995,7.2,1995,NA,NA,2012-12-30T23:35:13Z,2024-08-13T10:51:57Z,298,2012-12-30T23:45:10Z
ISL,manifesto,15710,Tf,þjodvarnarflokkurinn,National Preservation Party,1953,1953,6,1953,NA,NA,2013-01-01T18:16:42Z,2023-06-05T10:39:41Z,1525,673,2013-01-01T18:35:09Z,ISL,parlgov,1172,Thva,Þjóðvarnarflokkurinn,National Preservation Party,1953,1967,6,1953,NA,NA,2012-12-30T23:38:29Z,2024-08-13T10:52:02Z,1248,2012-12-30T23:45:10Z
IRL,manifesto,53714,CnP,Clann na Poblachta,Republican Party,1948,1965,13.2,1948,NA,NA,2013-01-01T18:17:32Z,2023-06-05T10:39:38Z,1756,1354,2013-01-01T18:35:00Z,IRL,parlgov,92,CnP,Clann na Poblachta,Republican Party,1948,1965,13.2,1948,NA,NA,2012-12-30T23:35:42Z,2024-08-13T10:51:52Z,448,2012-12-30T23:44:54Z
IRL,manifesto,53810,CnT,Clann na Talmhan,Party of the Land,1948,1961,5.6,1948,NA,NA,2013-01-01T18:18:06Z,2023-06-05T10:39:49Z,1917,1024,2013-01-01T18:35:01Z,IRL,parlgov,923,CnT,Clann na Talmhan,Party of the Land,1943,1961,10.8,1944,NA,NA,2012-12-30T23:36:16Z,2024-08-13T10:51:59Z,607,2012-12-30T23:44:54Z
IRL,manifesto,53221,DLP,Democratic Left Party,Democratic Left Party,1992,1997,2.8,1992,NA,NA,2013-01-01T18:16:35Z,2023-06-05T10:39:41Z,1492,1172,2013-01-01T18:35:01Z,IRL,parlgov,1580,DLP,Democratic Left,Democratic Left,1992,1997,2.8,1992,NA,NA,2012-12-30T23:34:29Z,2024-08-13T10:52:02Z,59,2012-12-30T23:44:55Z
IRL,manifesto,53620,NA,Fianna Fáil,Soldiers of Destiny,1948,2016,50.6,1977,NA,NA,2013-01-01T18:18:09Z,2023-06-05T10:40:00Z,1932,1055,2013-01-01T18:35:02Z,IRL,parlgov,280,FF,Fianna Fáil,Fianna Fail,1922,2020,51.9,1938,NA,NA,2012-12-30T23:37:58Z,2024-08-13T10:51:57Z,1103,2012-12-30T23:44:55Z
IRL,manifesto,53520,NA,Fine Gael,Family of the Irish,1948,2016,39.2,1982,NA,NA,2013-01-01T18:17:59Z,2023-06-05T10:39:53Z,1886,1288,2013-01-01T18:35:02Z,IRL,parlgov,1393,FG,Fine Gael,Fine Gael (Family of the Irish),1937,2020,39.2,1982,NA,NA,2012-12-30T23:37:34Z,2024-08-13T10:51:51Z,985,2012-12-30T23:44:56Z
